[transformers] PyTorch was not found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
2026-09-16 00:56:00,436 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 00:56:01,434 INFO ubc_evict: evicted 5090.2 MB from UBC for ~/mlx-models/Muse-Glimmer-30B-mlx-4bit/model-00001-of-00004.safetensors
2026-09-16 00:56:01,456 INFO ubc_evict: evicted 5117.7 MB from UBC for ~/mlx-models/Muse-Glimmer-30B-mlx-4bit/model-00002-of-00004.safetensors
2026-09-16 00:56:01,482 INFO ubc_evict: evicted 5111.0 MB from UBC for ~/mlx-models/Muse-Glimmer-30B-mlx-4bit/model-00003-of-00004.safetensors
2026-09-16 00:56:01,498 INFO ubc_evict: evicted 5040.1 MB from UBC for ~/mlx-models/Muse-Glimmer-30B-mlx-4bit/model-00004-of-00004.safetensors
2026-09-16 00:56:01,498 INFO ubc_evict: pass complete total_mb=20359.0 elapsed_s=0.08
[transformers] You are using a model of type `muse_glimmer` to instantiate a model of type ``. This may be expected if you are loading a checkpoint that shares a subset of the architecture (e.g., loading a `sam2_video` checkpoint into `Sam2Model`), but is otherwise not supported and can yield errors. Please verify that the checkpoint is compatible with the model you are instantiating.
2026-09-16 00:56:02,155 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 00:56:03,272 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 00:56:03,335 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 00:56:08,539 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 00:56:08,539 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 00:56:13,500 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 00:56:18,454 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 00:56:23,404 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 00:56:28,358 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 00:56:28,359 INFO "GET /v1/status HTTP/1.1" 200 -
